,created_at,Input.tweet1,finer_updated,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity
11,2023-01-03 16:33:15+00:00,"""@2254838399631897564 @2969711145211763130 @640592331819645440 @7737183789666309163 your not going to do anything, what makes you think most the homeless want to work, pay rent, pay taxs, most can't maintain long enough to hold or get a job. can't do drugs on the job. they would rather sit in a tent getting high. she loves her meth to much.""",['harmful_generalization'],0.0077359806746244,0.8894007205963135,0.1028632298111915,0.31686464
12,2022-02-08 10:49:55+00:00,"""@2368999364443714029 i mean my priorities aren't the best. also, i'm totally fine with homeless people being youtubers to make a living i guess if that's they exhausted all other possible forms of employment. i'm referring to able bodies that have resorted to grifting.""","['harmful_generalization', 'societal_critique']",0.0203501358628273,0.6613118648529053,0.318338006734848,0.23523538
13,2022-12-01 17:53:14+00:00,"""@2453769645824108888 i have a couple of ideas for the elderly homeless, and the homeless vets.
 too radical for most people, but, you might be interested to hear them.""",['solutions_interventions'],0.4675796329975128,0.0104393903166055,0.5219810009002686,0.10870059
14,2023-01-03 11:29:21+00:00,"""@2823738953383531951 probably doesn’t want one , would rather they focused on sorting the homeless issues""",['solutions_interventions'],0.0066010276786983,0.8175697922706604,0.1758291870355606,0.031684756
15,2021-12-10 13:53:07+00:00,"""@2838714542117356384 @5615571283947186790 @8472620112581527383 right... where even the homeless and poor have cell phones. sure buddy, sure... 
 

 let's take a look at north korea... oh snap, they sent people to internment camps for watch squid games! and killed others...""","['harmful_generalization', 'media_portrayal']",0.0245458800345659,0.7815481424331665,0.1939059644937515,0.37576625
16,2023-01-11 09:55:41+00:00,"""@2980809936734416769 @3707828934243988793 the materials and labor have already been paid for, catherine. there are more vacant houses than there are homeless people in america""","['money_aid_resource_allocation', 'solutions_interventions']",0.0415963716804981,0.3653837740421295,0.5930198431015015,0.048594624
17,2022-05-21 20:18:47+00:00,"""@3580811121928397939 yes, i do agree but i'd go a step further....
 homeless servicemen should come before anyone""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources', 'solutions_interventions']",0.1418984234333038,0.077073834836483,0.7810277938842773,0.071337044
18,2023-02-02 19:17:26+00:00,"""@3752428076721501213 i will tell the homeless people i know that ireland isn't full, they will be delighted""",['personal_interaction_observation_of_homelessness'],0.816224992275238,0.0234123393893241,0.1603626757860183,0.11181668
19,2022-09-20 16:33:54+00:00,"""@3791968831239030426 privilege.............
 """"more than 274,000 people are homeless in england right now, including 126,000 children, according to new research published by shelter today.""""
 #ukhomeless
 @shelter""","['societal_critique', 'solutions_interventions']",0.0396449491381645,0.4069806039333343,0.5533744096755981,0.05230548
20,2022-01-05 05:14:05+00:00,"""@3937798355933572256 im not saying he is guilt or anything, i hanged around a lot ot of homeless people when i was still in high school, they are an odd bunch of people, they had public next to their sleeping, however no one used it everyone was shiting everywhere but inside the toilet""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']",0.0135931866243481,0.7324952483177185,0.2539115250110626,0.509388
21,2022-09-25 12:11:20+00:00,"""@406937555202131822 covid; mislead you, talk down the seriousness of the pandemic or letting it spread, gop, top 1%, and their lobbyist theory was; less people more money can go around, believing it would kill most of the homeless or unhealthy people that are a burden to the healthcare sector.""","['harmful_generalization', 'money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources', 'solutions_interventions']",0.0085596963763237,0.8380507230758667,0.1533895581960678,0.23667802
22,2022-04-08 00:44:47+00:00,"""@4144639097980012408 my impression is that homelessness is highly comorbid with psychiatric illness, so i would *ideally* like to see the homeless being fed as if they were being treated for metabolic syndrome. (i'm actually involved in such an initiative, but we're temporarily on hold.)""","['harmful_generalization', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.0948785841464996,0.252263069152832,0.6528583765029907,0.24442963
23,2022-12-21 06:45:31+00:00,"""@4777322293108209910 @2586163436819465529 @8850413826780231588 @771215140534906589 that guy his name is joey. he was part of an organization called center for political innovation, headed by a clown named caleb maupin but apparently lost all of his money, and became homeless, but still defense caleb till the end.""","['government_critique', 'personal_interaction_observation_of_homelessness']",0.0126486402004957,0.7434646487236023,0.2438867837190628,0.33836752
24,2022-01-16 17:03:36+00:00,"""@4849233346733866428 homeless to the shelters, edp's to the mental hospitals.""",['solutions_interventions'],0.0147692551836371,0.5755354166030884,0.4096953868865967,0.17891699
25,2022-10-15 20:22:46+00:00,"""@5178593464132609499 @7872034424695633107 the most shocking thing about this story is that andy warhol is still alive. but it is a perfect example of privileged people trying to do """"good"""". it's like this local woman that thought trying to teach homeless people yoga was """"contributing""""""",['societal_critique'],0.00818348582834,0.8994159698486328,0.0924005359411239,0.10653123
26,2022-09-18 22:09:21+00:00,"""@5312812684738839899 why in the world are you giving homeless folks $12,000 a piece? do denver voters know you are doing this? you are asking for drug addicts and drunks on the streets making the city look like a third-world country. another disgraceful democrat mayor.""","['government_critique', 'harmful_generalization', 'money_aid_resource_allocation', 'not_in_my_backyard']",0.004037179518491,0.9506940841674804,0.0452687554061412,0.52811706
27,2022-05-01 21:07:51+00:00,"""@5431169537540944186 been there at least a dozen times. great food and cheap whisky. even the homeless are tidy, polite and don’t block the sidewalk.""","['harmful_generalization', 'solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.9406625032424928,0.0114729823544621,0.047864519059658,0.04315203
28,2022-12-26 08:59:17+00:00,"""@5513088804393931257 let me make a homeless suggestion kid. get rid of those tattoos, get some psychological help. stop hurting yourself love yourself first and they'll be hugs abound and love everywhere""","['harmful_generalization', 'solutions_interventions']",0.2788819670677185,0.177312821149826,0.5438051819801331,0.30539915
29,2022-06-24 21:27:48+00:00,"""@5514486371385661472 @5996525855448208750 us liberated by china: abortion for all, single payer healthcare, homeless put into dorms, and high-speed rail covering the country in 3 years.""",['harmful_generalization'],0.1100070253014564,0.1801288276910781,0.7098641991615295,0.21642438
30,2022-12-25 01:37:48+00:00,"""@5589232161953914163 man, that's some epic rambling bullsh** right there. what is it that you idolize about that guy? i mean, seriously, you could get the same level of coherence out of a random meth-head from the homeless shelter.""","['harmful_generalization', 'societal_critique']",0.0143415657803416,0.9030490517616272,0.0826093479990959,0.6426206
31,2022-01-18 19:07:01+00:00,"""@5614776259365553967 @6187471720771630623 @8315152137042417493 @69783309414944954 here we are - back to people proving who they are. should homeless people get a chance to vote? people who ran away from home and don’t have a birth certificate? why can you buy a gun w/o an id, but you need one to vote? it’s because the gop wants guns, but don’t want poc voting.""","['harmful_generalization', 'government_critique', 'solutions_interventions']",0.0055773607455194,0.8481627106666565,0.1462599486112594,0.16043124
32,2022-01-05 17:07:15+00:00,"""@5653683089589068928 it all about covid but certainly #us it’s enduring awful moments right now like #guncontrol people dying without any insurance, #homeless #gangs #juvenilejustice #immigration but all i see it’s post about covid … it’s time to do the things right and stop hiding behind a virus""","['harmful_generalization', 'deserving_undeserving_of_resources', 'solutions_interventions']",0.0081002740189433,0.8718121647834778,0.1200876161456108,0.20973456
33,2022-05-10 18:28:34+00:00,"""@5783779603777546502 @1505444805435448897 $40 billion for ukraine is nothing but looting tax payers hard earned money through war contractors by us politicians.
 this money shall go to homeless americans,free food and free health insurance to us citizens.""","['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']",0.0117738172411918,0.8545351028442383,0.1336910426616668,0.19599396
34,2022-12-31 20:42:23+00:00,"""@5784842790907993622 @1127554845813417831 1) your comment started with a fundamental error claiming """"it wasn't the wrong address"""" when that was the specific point of contention. 
 2) homeless people don't vote by mail since they don't have an address.""",['societal_critique'],0.0061010089702904,0.7992448210716248,0.1946542412042617,0.10956833
35,2022-12-27 16:03:08+00:00,"""@5871218052410523238 @8577977949428187073 seriously?? he’s saying the city is spending $170 million on bike lanes, while the homeless count soars.
 

 $170m is better spent pretty much on anything else.""",['money_aid_resource_allocation'],0.0158482361584901,0.7818098664283752,0.2023419439792633,0.112436704
36,2022-07-20 00:21:33+00:00,"""@5948476328575757567 and the people who still have to work, even if they get heatstroke? the homeless? those in poor housing? not everyone has the freedom to defend themselves against extreme heat - or a sociopath government and public discourse.""","['government_critique', 'societal_critique', 'solutions_interventions']",0.0066431635059416,0.8431743383407593,0.1501825302839279,0.30452284
37,2022-04-28 01:23:00+00:00,"""@5975445346791712377 money buys food 
 

 can pay your bills to make sure your not homeless 
 

 can buy most forms of entertainment 
 

 so yeah money does buy happiness""","['harmful_generalization', 'solutions_interventions']",0.6319324970245361,0.0313270278275013,0.3367405533790588,0.14256015
38,2022-01-08 10:08:42+00:00,"""@5983450804475846209 all this makes me sick, i love his movies, but flipping heck this is like a sekt.
 he is not the male mother teresa, he still got 300 dollars but great publicity.
 than i give £10 to a homeless person, i gave in % more than him.
 get a life.""","['societal_critique', 'solutions_interventions']",0.0248235911130905,0.8365587592124939,0.1386176198720932,0.45396814
39,2022-01-30 08:17:48+00:00,"""@6048078990907492055 in other countries people who do this tipe of crime they call and claim responsibility ,in nigeria bokoharam and in america is isis, the like of bin laden in south africa they are so cowards this groups they hide under mental/ homeless/ but the guy have dstv, electricity/ renting""","['harmful_generalization', 'societal_critique']",0.0069755841977894,0.8676802515983582,0.1253441125154495,0.4269174
40,2022-10-26 18:22:45+00:00,"""@6285288619683384763 here, i’ll finish this argument: both of their parties are responsible for the conditions that are making people homeless in the first place. cindy needs to remember that her party is supposed to be centre left and luxy needs to get in the bin.""","['government_critique', 'solutions_interventions']",0.0099862096831202,0.7334148287773132,0.256598949432373,0.08083374
41,2022-10-21 12:14:18+00:00,"""@7006931486479525992 i've never in my life felt scared around a homeless man or woman ever in my life.
 

 instead of ignoring them how about helping them
 

 we need term limits in congress asap""","['harmful_generalization', 'government_critique', 'solutions_interventions']",0.0367692112922668,0.7179458737373352,0.2452849298715591,0.17198499
42,2022-12-18 13:57:48+00:00,"""@7111266514146222812 a popular local builder now just walks around like a homeless person with dementia.
 so sad.""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']",0.0057560871355235,0.914229691028595,0.0800141245126724,0.37751234
43,2022-05-02 05:51:15+00:00,"""@7584760445017468180 @4620413277416381989 @6977964539464685111 according to the bible nkjv, it’s “not” a sin to be rich or poor. so, why is it a crime to be homeless? or to abuse, hurt, even murder the homeless?
  
 democrat vs republican
 donkey vs elephant
 which of the two animals did jesus choose to ride on?
 choose and vote.""","['harmful_generalization', 'government_critique', 'solutions_interventions']",0.0181689821183681,0.5203580260276794,0.4614730179309845,0.33504707
44,2022-05-01 21:00:17+00:00,"""@7728970093892072475 @7309609482504148650 @7307632827864645610 mr o brien changed the criteria for counting homeless people as did his predecessor so whatever homeless figures o brien gives you can add on at least another 3,000""",['government_critique'],0.0458278395235538,0.167991429567337,0.7861807346343994,0.03015274
45,2022-12-10 08:44:29+00:00,"""@7751301915891317773 @7851097189409064854 no sign of you preaching about helping the homeless here, leaving it up to dots and charging them ulez<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 172]'></span>""",['societal_critique'],0.0056087761186063,0.8889886736869812,0.1054025664925575,0.17718399
46,2022-11-08 05:21:53+00:00,"""@7905250114551581399 @8083919182936154619 more murder = done!
 more burglaries = done!
 dangerous subways = done!
 residents exiting = done!
 homeless crisis = done!
 no 2nd amendment rights = done!
 ignore supreme court = done!
 blame someone else = done!
 please stop getting things done <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 143]'></span>""",['government_critique'],0.0110685089603066,0.8265659809112549,0.1623655706644058,0.28674445
47,2023-02-05 20:35:36+00:00,"""@808336985840582267 they probably find them off the homeless shelter and decide """"hey you. do you want to be an ref and fuck up calls??""""""",['harmful_generalization'],0.0073467385955154,0.7587941288948059,0.2338590919971466,0.6863638
48,2022-05-11 12:35:16+00:00,"""@8126066626342010840 2 weeks before my brain surgery almost 8 years ago. there was a homeless guy, daniel, that sat outside a convenience store i stopped at regularly for gas. i had given him money before and even bought him food. with the surgery looming i didn't know how it was going to turn out.""","['solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.0180429760366678,0.5795639753341675,0.4023930728435516,0.06065326
49,2022-01-22 04:17:26+00:00,"""@8270247751015784496 that is cold
 we do have that for two weeks at a time. happy when it is -20c. presently above 0c til 31st. there are some that struggle here, but no homeless.
 

 great person helping one’s fellow human in need.""",['solutions_interventions'],0.540756344795227,0.125363290309906,0.3338803648948669,0.10870059
50,2022-03-12 20:41:15+00:00,"""@8637178049325162219 @4114578674571428450 various states now allow people to claim their car as a residence, so as to address that particular issue. as for places where homeless can take care of hygienic needs, there are ways to make this happen. unfortunately, the pols in ca are doing nothing to change things. nothing.""","['government_critique', 'solutions_interventions']",0.0218599345535039,0.5807694792747498,0.3973704874515533,0.057748068
51,2022-10-18 19:33:20+00:00,"""@8797871692450196142 @8398240052109474581 if i lost my medicare, which i’ve paid into since i started to work at 14, i guess i could become another homeless person. oh wait, republicans don’t think the homeless should be on the streets. they don’t have a solution to the homeless problem they just complain about it.""","['government_critique', 'solutions_interventions']",0.0056131612509489,0.8827614188194275,0.111625500023365,0.17285149
52,2022-06-27 04:05:58+00:00,"""@8963559657570451841 @1030555280692003553 you are basically saying abortion is the cure all to rid the population of the would be poor, hungry, homeless and fostered children. are we in nazi germany all over again?""","['harmful_generalization', 'solutions_interventions']",0.0077442089095711,0.8490414619445801,0.1432143002748489,0.38434127
53,2022-11-23 18:55:57+00:00,"""coming up on the news: homeless businessman runs away from a fish, coming up at 6""",['media_portrayal'],0.0236379206180572,0.1593089252710342,0.8170531392097473,0.03781283
54,2022-04-13 05:37:46+00:00,"""homeless man just asked for money i said i didn’t have cash, y’all he told me he got cash app i’m fucking dead <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>""",['personal_interaction_observation_of_homelessness'],0.0078878253698349,0.9071674942970276,0.0849446356296539,0.6426206
55,2022-02-12 15:33:58+00:00,"""i couldn’t fit it in the column, but other issue people have raised is how continued prohibition disproportionately criminalizes/stigmatizes people who are homeless. reality is, middle-class white folks who want an illicit drink will prob continue to get away with it. #yeg #yegcc""","['government_critique', 'solutions_interventions']",0.0101260598748922,0.6954337954521179,0.2944401204586029,0.20973456
56,2022-03-16 15:44:14+00:00,"""i literally can't stand when ppl record themselves doing something for someone in need, like giving food to homeless ppl. it isn't ur situation to profit off of my luv""",['societal_critique'],0.0062008309178054,0.9145176410675048,0.0792815759778022,0.077668175
57,2022-10-04 14:14:50+00:00,"""if you happen to be in sw fl, and you would like to help victims of hurricane ian, the people staying in the parking lots of walmart and other businesses are homeless due to the hurricane.
 

 they need pillows, blankets, clean &amp; dry clothing, and personal hygiene.
 

 thank you!""",['solutions_interventions'],0.1152053549885749,0.2294178456068039,0.6553767919540405,0.12086493
58,2022-11-07 13:39:51+00:00,"""imagine being rich enough to literally be able to single-handedly solve world hunger and the homeless crisis and be known as the world's greatest hero, only to instead choose to become the most hated person bullied relentlessly on your own social network lol""",['money_aid_resource_allocation'],0.0947600081562995,0.648339569568634,0.2569004893302917,0.23198941
59,2022-01-11 19:47:08+00:00,"""i’m throwing a handful of nickels at the next mf i see holding a homeless sign and scrolling on a cell phone! you bed-not be on fb and who tf you texting, another homeless mf!? they some scammers""",['harmful_generalization'],0.0067565613426268,0.9323912858963012,0.0608521290123462,0.47900817
60,2023-01-11 06:22:55+00:00,"""nah homeless people call you whatever for that change, talkin bout some king god bless you <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>""",['harmful_generalization'],0.6672922372817993,0.0796238705515861,0.2530839443206787,0.104361884
61,2022-10-01 18:04:33+00:00,"""next time is see a homeless person on the street, i’ll put £20 through a rich person’s door - trickle down effect will happen and they’ll benefit. mark my words!""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']",0.4421401023864746,0.1122619956731796,0.4455979168415069,0.09872158
62,2022-12-14 13:15:33+00:00,"""no new clothes listed today since we want to have a slow ease back into work in the new year.
 

 please remember to support your local shelters and homeless services and donate to your food bank if you can!
 

 be good, find warmth, be together x""",['solutions_interventions'],0.2672162353992462,0.1057932898402214,0.6269904375076294,0.11129999
63,2022-12-06 23:14:02+00:00,"""political spending needs to come with a stipulation that equal amounts are donated to homeless shelters, veteran hospitals, and school lunch programs. all that money for advertising helps cable companies who already have money. @8173473699369896745""","['harmful_generalization', 'money_aid_resource_allocation', 'solutions_interventions']",0.1451451927423477,0.0706919357180595,0.7841629385948181,0.01426248
64,2022-08-08 17:32:02+00:00,"""the white queen is bombarded by the african homeless in her home ♠️<span class='emoji-bytes' data-emoji-bytes='[240, 159, 148, 165]'></span>
 

  #bnwo #sissy #snowbunny #horny #kink #cuck #taboo #slave #blackbred #findom #femdom #sph #gay #cashapp #humiliation #bbc #collegegirls #goon #gooner #wank #blacked #slut #qos #simp #loser #pathetic #cum #of""",['harmful_generalization'],0.01512913685292,0.6563556790351868,0.3285152614116668,0.6342749
65,2022-03-17 04:10:57+00:00,"""tonight on the news: homeless boy is optimistic about mothman, more at 3""",['media_portrayal'],0.5436930060386658,0.004693929105997,0.4516130983829498,0.04785245
66,2023-01-27 09:42:55+00:00,"""transitional homeless whilst we have housing gaps is a (hindrance) to safety to both men and women in our community.
 

 everyone should have a place to call home. 
 

 i will continually speak on behalf of our locality to promise housing that is affordable secure and long term.""",['solutions_interventions'],0.0724929198622703,0.2682642638683319,0.6592428088188171,0.123468354
67,2022-08-18 06:18:01+00:00,"""will never forget when a homeless man woke me up and took his pants off in front of me, leading me to scream and wake up 11 other campers. i love you all, but i will never camp for a st paul show ever again <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 128]'></span>""",['personal_interaction_observation_of_homelessness'],0.0067728860303759,0.925932765007019,0.0672944188117981,0.22177623
68,2022-04-04 07:18:10+00:00,@1069814565362322669 @618134589457054184 @914320443192654725 @5969725348357695585 @8502016659661873171 where’s all the money for the homeless people.. and ppl struggling to get back on their feet after pandemic….but yeah send all money to every country and we get poorer paying our outrageous taxes with nothing in return except astronomical inflation! politicians are 2 faced p0s!,"['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']",0.0073398244567215,0.8982321619987488,0.0944279804825782,0.3389984
69,2022-01-19 03:28:35+00:00,@1123125353146145756 why are so many people blaming everything and everyone except the people who are homeless? what happened to personal responsibility?,"['harmful_generalization', 'societal_critique']",0.0038452090229839,0.9154053330421448,0.080749437212944,0.046120718
70,2022-01-15 04:37:33+00:00,@1527744608033775099 @3956780460204532891 @1226994538314332079 those homeless drug addicts brought this upon themselves.,['harmful_generalization'],0.0053403582423925,0.8827084302902222,0.1119511723518371,0.3827457
71,2021-12-29 17:02:22+00:00,@1551090075402264000 lol at the notion of seeing some homeless people near the stairs outside penn and then thinking all new york is a crime riddled hellscape. i wish they would stay in long island,"['not_in_my_backyard', 'harmful_generalization', 'personal_interaction_observation_of_homelessness']",0.0076877600513398,0.8991323113441467,0.0931798815727233,0.32397532
72,2023-01-19 16:40:15+00:00,@1615841550319720217 @854804450295468849 this prick did not spray the homeless woman. he continually hosed her down as if she was an animal that needed a bath.,"['harmful_generalization', 'societal_critique', 'personal_interaction_observation_of_homelessness']",0.0044391364790499,0.9216070175170898,0.0739538297057151,0.62136006
73,2022-08-30 09:10:35+00:00,@1633978955583281129 i will not sit back and allow the blairite p.r. engine to gaslight the nation with delusional thoughts implying that @8996948837761798370 is a 'socialist' whilst he's using the victorian vagrancy act to arrest the homeless of manchester #enoughisenough #opsafewinter,"['media_portrayal', 'government_critique', 'societal_critique']",0.0053084618411958,0.8947762846946716,0.0999152958393096,0.2553839
74,2023-01-04 18:54:55+00:00,@1948209803808843974 $3.283.636 or $6.500 monthly for the next 43 years … but if i live further than 80 years old then i’m homeless lol,"['harmful_generalization', 'money_aid_resource_allocation']",0.0958440154790878,0.2583226263523102,0.6458333730697632,0.044636376
75,2022-11-30 19:37:25+00:00,@199058986181937975 they must just rent out this building for homeless people,['solutions_interventions'],0.0092958435416221,0.7243422865867615,0.2663618624210357,0.083999306
76,2023-01-30 23:05:46+00:00,"@24215806389989945 lmao good 4 u and?????? <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> yet you’d accuse that same white homeless person of being racist","['harmful_generalization', 'societal_critique']",0.0330089144408702,0.7182562947273254,0.2487348616123199,0.4269174
77,2022-08-29 15:12:25+00:00,@2646888335083717073 this will hurt homeless people who don't have checking accounts,['solutions_interventions'],0.0086953956633806,0.836762547492981,0.1545420587062835,0.09655223
78,2022-12-09 21:18:24+00:00,@2808257357192500372 to bad you didn't give a flying duck about the homeless your conservative premiers stealing our money because they won't tell us what they did with the covid money non existence hepa filters to our schools across canada but guns your right on it shame on you just like you,"['government_critique', 'money_aid_resource_allocation']",0.0056876488961279,0.9295894503593444,0.0647228881716728,0.4574824
79,2022-08-29 13:59:19+00:00,@2888764448018520851 no offense u look homeless lmao,['harmful_generalization'],0.0157068818807601,0.7348682284355164,0.2494248896837234,0.29771072
80,2022-11-04 19:08:57+00:00,@2917463972537559808 @7299593329707391888 life in california if you don’t have a trust fund…. you live in a bungalow or are homeless,['harmful_generalization'],0.0144654670730233,0.568093478679657,0.4174410402774811,0.16851899
81,2022-03-12 17:54:32+00:00,@3110642324139973245 it’s there to show that it was fairly low cost to produce and i’d hope that serves to encourage other cities to create similar safe places for the homeless,['solutions_interventions'],0.4676607251167297,0.0407460257411003,0.4915933012962341,0.01225191
82,2022-12-18 23:24:38+00:00,@3134211635871534857 you are so lovely. thanks for bringing attention to the homeless. takes a real pathetic lowlife to make negative comments against her campaign. merry christmas alberta! keep up the great work danielle smith.,"['government_critique', 'societal_critique']",0.8567411303520203,0.0704037025570869,0.0728551894426345,0.47119883
83,2022-12-12 19:48:33+00:00,@3155629911486983553 and how absolutely no one asked how to help the homeless.,"['societal_critique', 'solutions_interventions']",0.0075525669381022,0.863100528717041,0.1293468028306961,0.03192045
84,2021-12-27 17:26:05+00:00,"@315613511850078794 homeless plastic surgery <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",['harmful_generalization'],0.0298634711652994,0.3266120553016662,0.6435244083404541,0.038519915
85,2022-09-15 03:01:50+00:00,@355307197863105527 they get so mad when they pass pro vagrancy legislation; and then the surrounding police start dumping their homeless on them.,"['harmful_generalization', 'government_critique', 'solutions_interventions']",0.0052733169868588,0.9134953618049622,0.0812313184142112,0.17025198
86,2022-09-27 12:19:18+00:00,@3640985293141670092 pov u got slayed by a homeless man,['personal_interaction_observation_of_homelessness'],0.0078784404322505,0.7877776026725769,0.2043439596891403,0.43475235
87,2022-11-12 03:52:42+00:00,@3793838925469259798 @4878545497530765965 @4295813784302262478 @9187555702961102615 we don’t have socialism. the middle class is basically getting wiped out. rich people will be fine no matter what. homeless people will benefit. the middle class is getting destroyed.,"['societal_critique', 'solutions_interventions']",0.0130786020308732,0.8565880656242371,0.1303333491086959,0.23523538
88,2022-02-14 15:07:34+00:00,"@3811176366475704878 california officials are too focused on those not wearing their masks that they can’t see the homeless filling their state <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 154]'></span>","['government_critique', 'deserving_undeserving_of_resources']",0.0095265209674835,0.7290968894958496,0.2613766193389892,0.055768944
89,2023-01-17 15:52:34+00:00,@3965139227790384774 when did rob schneider turn into steve buscemi's homeless character from big daddy,['media_portrayal'],0.0291359685361385,0.1014786809682846,0.8693853616714478,0.15656179
90,2022-09-09 10:25:22+00:00,@409662958221676916 @8049776053134950651 and without rent control there’s tons of empty places and homeless.,"['government_critique', 'solutions_interventions']",0.0078589739277958,0.8184347152709961,0.1737063527107238,0.022021262
